arm,n_fleet_draws,mean_attainment_pct,sd_attainment_pct
ingress,4,88.88684869584361,1.0600494046183133
common_target,4,85.65459522187744,1.6487400260338212
per_task,4,92.7853709271631,0.5617352326739263
