fleet_seed,ingress_pct,common_target_pct,per_task_pct,per_task_minus_ingress_pp,common_target_minus_ingress_pp,per_task_minus_common_target_pp,historical_reversal_order
0,88.8165695400994,85.65961209002153,92.70461368395222,3.8880441438528237,-3.1569574500778685,7.045001593930692,True
2,87.5357487690039,83.53716151907328,92.05970245098376,4.523953681979862,-3.9985872499306225,8.522540931910484,True
3,89.0824922195542,85.86217889177095,92.97839134552976,3.8958991259755607,-3.220313327783245,7.116212453758806,True
4,90.11258425471699,87.55942838664402,93.39877622818665,3.2861919734696556,-2.5531558680729773,5.839347841542633,True
